Time/Date, W, X, Y, Z, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ
11:47:37 07/04/2014,-0.35,-0.69,-0.16,0.62,-0.51,-2.14,-0.16,-37.17,-66.59,618.04,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.36,-0.69,-0.15,0.61,-0.41,-2.18,-0.37,-42.36,-69.64,618.29,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.38,-0.69,-0.13,0.60,-0.42,-2.21,-0.29,-39.67,-74.28,618.29,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.40,-0.69,-0.11,0.59,-0.40,-2.23,-0.20,-38.21,-72.27,618.35,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.42,-0.69,-0.09,0.59,-0.34,-2.27,-0.23,-39.18,-70.92,618.41,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.43,-0.69,-0.07,0.58,-0.28,-2.28,-0.14,-36.68,-68.18,618.29,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.45,-0.69,-0.05,0.57,-0.22,-2.29,-0.11,-36.68,-67.26,618.53,-1572.00,346.00,1375.00
11:47:37 07/04/2014,-0.47,-0.69,-0.03,0.56,-0.18,-2.31,-0.21,-38.33,-67.93,618.90,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.48,-0.69,-0.02,0.55,-0.16,-2.31,-0.35,-40.41,-67.99,618.96,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.50,-0.68,0.00,0.53,-0.07,-2.33,-0.33,-39.79,-69.82,618.84,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.51,-0.68,0.02,0.52,-0.04,-2.27,-0.31,-36.07,-68.24,618.65,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.53,-0.68,0.04,0.51,0.02,-2.30,-0.34,-40.65,-69.21,618.53,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.54,-0.67,0.06,0.50,0.08,-2.35,-0.34,-42.36,-69.58,618.47,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.56,-0.67,0.08,0.49,0.17,-2.30,-0.22,-37.84,-67.38,618.23,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.57,-0.66,0.10,0.47,0.18,-2.29,-0.15,-38.09,-66.04,618.10,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.58,-0.66,0.11,0.46,0.21,-2.32,-0.25,-40.16,-69.21,618.04,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.60,-0.65,0.13,0.45,0.30,-2.27,-0.18,-37.11,-67.20,617.86,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.61,-0.65,0.15,0.43,0.33,-2.25,-0.18,-37.60,-68.30,617.92,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.62,-0.64,0.17,0.42,0.43,-2.22,-0.30,-37.11,-67.93,617.80,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.63,-0.63,0.19,0.40,0.45,-2.23,-0.40,-38.70,-66.22,617.86,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.64,-0.63,0.21,0.39,0.47,-2.19,-0.28,-36.74,-66.47,617.55,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.65,-0.62,0.22,0.37,0.54,-2.16,-0.29,-36.74,-65.98,617.25,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.66,-0.61,0.24,0.36,0.56,-2.12,-0.37,-38.09,-65.73,617.07,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.67,-0.60,0.26,0.34,0.62,-2.10,-0.37,-39.61,-68.73,616.46,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.68,-0.59,0.28,0.33,0.65,-2.09,-0.11,-38.57,-68.48,615.97,-1245.00,-1890.00,993.00
11:47:37 07/04/2014,-0.69,-0.58,0.29,0.31,0.68,-2.03,-0.32,-40.47,-69.64,615.72,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.70,-0.57,0.31,0.29,0.74,-1.94,-0.27,-39.55,-69.70,615.30,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.71,-0.56,0.33,0.28,0.74,-1.96,-0.25,-38.51,-70.01,615.11,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.71,-0.55,0.34,0.26,0.79,-1.90,-0.29,-38.27,-67.69,615.05,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.72,-0.54,0.36,0.24,0.82,-1.87,-0.25,-37.35,-66.10,614.81,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.73,-0.53,0.38,0.23,0.89,-1.80,-0.16,-36.62,-65.55,614.50,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.73,-0.52,0.39,0.21,0.90,-1.81,-0.22,-37.05,-65.92,614.20,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.74,-0.50,0.41,0.19,0.91,-1.72,-0.22,-36.19,-65.49,613.83,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.74,-0.49,0.42,0.17,0.98,-1.64,-0.20,-36.13,-66.41,613.28,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.75,-0.48,0.44,0.16,0.96,-1.61,-0.30,-36.50,-66.77,612.98,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.75,-0.46,0.45,0.14,0.93,-1.55,-0.32,-36.19,-67.87,612.43,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.75,-0.45,0.47,0.12,0.97,-1.50,-0.38,-37.23,-67.75,611.94,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.75,-0.44,0.48,0.10,0.96,-1.45,-0.31,-37.78,-66.16,611.57,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.76,-0.42,0.49,0.08,0.98,-1.46,-0.24,-39.43,-65.49,611.08,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.76,-0.41,0.51,0.07,1.02,-1.31,-0.13,-39.37,-65.00,610.72,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.76,-0.39,0.52,0.05,1.00,-1.26,-0.18,-39.37,-65.86,610.41,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.76,-0.38,0.53,0.03,1.00,-1.24,-0.16,-38.57,-66.22,609.86,868.00,-2914.00,1329.00
11:47:37 07/04/2014,-0.76,-0.36,0.54,0.01,0.97,-1.18,-0.15,-37.90,-67.75,609.37,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.76,-0.34,0.55,-0.01,0.97,-1.14,-0.23,-37.41,-67.99,608.95,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.76,-0.33,0.57,-0.03,0.96,-1.06,-0.15,-35.16,-67.93,608.58,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.75,-0.31,0.58,-0.04,0.94,-1.04,-0.24,-36.07,-66.53,608.40,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.75,-0.30,0.59,-0.06,0.94,-0.98,-0.28,-34.91,-67.14,607.85,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.75,-0.28,0.60,-0.08,0.92,-0.88,-0.29,-36.80,-65.80,607.60,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.74,-0.26,0.61,-0.10,0.90,-0.86,-0.19,-39.43,-65.00,607.06,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.74,-0.24,0.62,-0.12,0.88,-0.81,-0.22,-40.77,-65.61,606.51,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.74,-0.23,0.62,-0.13,0.83,-0.78,-0.24,-40.16,-66.22,606.08,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.73,-0.21,0.63,-0.15,0.81,-0.71,-0.14,-39.79,-65.92,605.59,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.72,-0.19,0.64,-0.17,0.77,-0.70,-0.16,-38.94,-66.22,605.29,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.72,-0.17,0.65,-0.19,0.76,-0.65,-0.17,-37.11,-66.22,604.98,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.71,-0.16,0.65,-0.20,0.72,-0.58,-0.13,-35.28,-67.08,604.61,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.70,-0.14,0.66,-0.22,0.67,-0.58,-0.23,-36.32,-66.83,604.31,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.70,-0.12,0.67,-0.24,0.63,-0.52,-0.18,-35.34,-66.83,603.82,2293.00,-614.00,718.00
11:47:37 07/04/2014,-0.69,-0.10,0.67,-0.26,0.62,-0.49,-0.17,-36.74,-66.47,603.52,2293.00,-614.00,718.00
11:47:38 07/04/2014,-0.68,-0.08,0.68,-0.27,0.56,-0.45,-0.26,-37.41,-67.02,603.15,2293.00,-614.00,718.00
11:47:38 07/04/2014,-0.67,-0.07,0.68,-0.29,0.52,-0.42,-0.17,-39.49,-66.83,602.72,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.66,-0.05,0.69,-0.30,0.45,-0.42,-0.12,-42.48,-63.29,602.48,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.65,-0.03,0.69,-0.32,0.42,-0.39,-0.04,-42.18,-61.16,601.87,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.64,-0.01,0.69,-0.34,0.38,-0.34,-0.04,-41.38,-59.20,601.68,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.63,0.01,0.69,-0.35,0.32,-0.36,-0.00,-41.20,-60.00,601.56,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.62,0.03,0.70,-0.37,0.28,-0.33,-0.07,-39.37,-62.50,601.50,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.61,0.05,0.70,-0.38,0.27,-0.30,-0.02,-39.12,-65.19,601.38,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.59,0.06,0.70,-0.40,0.18,-0.29,-0.06,-39.67,-66.47,601.50,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.58,0.08,0.70,-0.41,0.13,-0.31,-0.00,-40.41,-65.43,601.75,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.57,0.10,0.70,-0.43,0.08,-0.27,0.09,-41.50,-61.77,601.99,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.55,0.12,0.70,-0.44,0.06,-0.30,-0.01,-42.18,-63.60,601.93,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.54,0.14,0.70,-0.45,0.00,-0.30,-0.05,-39.25,-63.66,602.11,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.53,0.15,0.70,-0.47,-0.11,-0.26,-0.06,-44.31,-62.44,601.62,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.51,0.17,0.69,-0.48,-0.12,-0.32,0.02,-45.72,-62.26,601.99,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.50,0.19,0.69,-0.49,-0.19,-0.33,0.08,-43.15,-63.11,601.99,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.48,0.21,0.69,-0.50,-0.19,-0.36,0.20,-41.56,-64.15,601.87,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.46,0.22,0.68,-0.51,-0.23,-0.32,-0.01,-33.63,-68.48,601.99,933.00,1134.00,1146.00
11:47:38 07/04/2014,-0.45,0.24,0.68,-0.53,-0.33,-0.34,-0.07,-33.57,-70.62,601.93,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.43,0.26,0.68,-0.54,-0.41,-0.36,-0.02,-35.28,-67.32,602.05,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.42,0.28,0.67,-0.55,-0.40,-0.34,-0.04,-37.11,-61.77,601.93,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.40,0.29,0.67,-0.56,-0.44,-0.45,0.01,-45.78,-61.34,602.05,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.38,0.31,0.66,-0.57,-0.54,-0.46,0.05,-41.26,-64.27,601.93,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.36,0.33,0.65,-0.58,-0.51,-0.49,-0.07,-42.48,-63.54,602.17,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.35,0.34,0.65,-0.59,-0.58,-0.51,0.02,-43.40,-62.50,602.36,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.33,0.36,0.64,-0.60,-0.66,-0.53,0.03,-42.85,-62.13,602.66,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.31,0.37,0.63,-0.60,-0.67,-0.58,0.01,-42.18,-62.56,602.78,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.29,0.39,0.62,-0.61,-0.69,-0.64,0.03,-41.63,-63.17,602.97,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.27,0.40,0.62,-0.62,-0.72,-0.64,-0.03,-39.73,-64.94,603.15,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.26,0.42,0.61,-0.63,-0.76,-0.71,-0.03,-39.92,-65.31,603.33,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.24,0.43,0.60,-0.63,-0.78,-0.75,-0.00,-40.10,-66.65,603.52,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.22,0.45,0.59,-0.64,-0.79,-0.77,-0.04,-39.86,-68.05,603.64,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.20,0.46,0.58,-0.64,-0.82,-0.82,0.05,-40.04,-68.12,603.88,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.18,0.47,0.57,-0.65,-0.89,-0.90,-0.00,-40.65,-69.34,604.19,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.16,0.49,0.56,-0.65,-0.89,-0.98,-0.05,-40.04,-67.99,604.43,-393.00,1669.00,1344.00
11:47:38 07/04/2014,-0.14,0.50,0.55,-0.66,-0.85,-0.96,-0.05,-40.53,-67.87,604.74,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.12,0.51,0.53,-0.66,-0.89,-1.05,-0.02,-40.53,-66.77,605.29,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.10,0.52,0.52,-0.67,-0.94,-1.12,0.05,-39.98,-66.53,605.65,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.08,0.53,0.51,-0.67,-0.93,-1.13,-0.02,-38.27,-64.88,606.02,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.06,0.55,0.50,-0.67,-0.92,-1.18,-0.03,-38.45,-65.00,606.38,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.04,0.56,0.48,-0.67,-0.95,-1.27,-0.04,-38.39,-64.76,606.81,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.02,0.57,0.47,-0.68,-0.96,-1.29,-0.12,-39.06,-67.38,606.93,-1720.00,204.00,1268.00
11:47:38 07/04/2014,-0.00,0.58,0.46,-0.68,-0.94,-1.32,-0.15,-39.00,-68.66,606.99,-1720.00,204.00,1268.00
11:47:38 07/04/2014,0.02,0.59,0.44,-0.68,-0.94,-1.41,-0.11,-40.34,-69.76,607.24,-1720.00,204.00,1268.00
11:47:38 07/04/2014,0.04,0.60,0.43,-0.68,-0.96,-1.45,-0.15,-40.28,-69.09,607.60,-1720.00,204.00,1268.00
11:47:38 07/04/2014,0.06,0.61,0.41,-0.68,-0.90,-1.51,-0.08,-40.22,-68.73,607.67,-1720.00,204.00,1268.00
11:47:38 07/04/2014,0.08,0.61,0.40,-0.68,-0.91,-1.56,-0.09,-41.02,-67.87,608.15,-1720.00,204.00,1268.00
11:47:38 07/04/2014,0.10,0.62,0.38,-0.68,-0.89,-1.61,-0.11,-41.26,-67.75,608.52,-1720.00,204.00,1268.00
11:47:38 07/04/2014,0.69,0.59,-0.29,-0.31,1.00,-1.46,-0.15,-37.05,-66.53,605.90,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.70,0.58,-0.31,-0.30,0.97,-1.41,-0.21,-35.95,-66.47,605.65,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.70,0.57,-0.32,-0.28,1.00,-1.38,-0.15,-34.79,-66.16,605.22,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.71,0.55,-0.34,-0.27,1.01,-1.28,-0.22,-34.85,-66.04,604.98,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.72,0.54,-0.36,-0.25,0.98,-1.25,-0.26,-35.16,-65.43,604.49,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.72,0.53,-0.37,-0.23,0.97,-1.21,-0.22,-36.01,-65.00,603.94,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.73,0.52,-0.39,-0.22,0.97,-1.18,-0.28,-37.48,-64.70,603.58,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.74,0.51,-0.40,-0.20,0.98,-1.08,-0.24,-37.78,-65.37,602.97,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.74,0.50,-0.42,-0.18,0.98,-1.06,-0.12,-38.57,-66.47,602.42,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.74,0.48,-0.43,-0.16,0.97,-0.98,-0.14,-39.37,-66.65,601.99,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.75,0.47,-0.45,-0.15,0.91,-0.93,-0.03,-37.11,-67.02,601.50,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.75,0.46,-0.46,-0.13,0.94,-0.90,-0.05,-36.44,-63.72,601.38,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.75,0.44,-0.47,-0.11,0.91,-0.86,-0.21,-34.36,-64.82,601.07,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.75,0.43,-0.49,-0.09,0.86,-0.79,-0.28,-33.45,-66.16,600.52,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.76,0.41,-0.50,-0.08,0.86,-0.77,-0.24,-37.17,-64.09,600.34,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.76,0.40,-0.51,-0.06,0.84,-0.70,-0.06,-37.60,-63.66,599.67,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.76,0.39,-0.52,-0.04,0.79,-0.66,-0.15,-38.70,-62.87,599.37,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.76,0.37,-0.54,-0.02,0.79,-0.60,-0.08,-37.72,-63.72,598.75,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.76,0.35,-0.55,-0.00,0.74,-0.57,-0.10,-37.96,-63.66,598.63,-884.00,-2048.00,901.00
11:47:38 07/04/2014,0.76,0.34,-0.56,0.01,0.68,-0.55,-0.13,-37.35,-64.45,598.33,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.75,0.32,-0.57,0.03,0.65,-0.51,-0.09,-36.74,-63.90,597.90,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.75,0.31,-0.58,0.05,0.58,-0.47,-0.08,-36.01,-63.84,597.53,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.75,0.29,-0.59,0.07,0.54,-0.43,-0.02,-35.95,-63.78,597.11,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.75,0.27,-0.60,0.08,0.54,-0.41,-0.01,-35.64,-63.11,596.80,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.74,0.26,-0.61,0.10,0.49,-0.37,-0.04,-35.34,-63.35,596.68,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.74,0.24,-0.62,0.12,0.45,-0.36,-0.11,-35.34,-64.51,596.56,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.73,0.22,-0.63,0.14,0.39,-0.34,-0.14,-37.41,-63.90,596.50,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.73,0.21,-0.63,0.16,0.36,-0.32,-0.07,-37.96,-63.35,596.25,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.72,0.19,-0.64,0.17,0.29,-0.31,-0.01,-38.15,-61.10,596.13,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.72,0.17,-0.65,0.19,0.24,-0.30,-0.06,-38.02,-58.47,596.01,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.71,0.15,-0.65,0.21,0.20,-0.28,0.01,-36.68,-59.63,595.83,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.70,0.14,-0.66,0.22,0.13,-0.26,-0.04,-37.11,-59.33,595.89,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.70,0.12,-0.67,0.24,0.12,-0.28,-0.03,-37.41,-59.81,596.01,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.69,0.10,-0.67,0.26,0.04,-0.25,-0.07,-37.29,-59.75,595.95,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.68,0.08,-0.68,0.27,-0.03,-0.25,0.01,-38.09,-60.24,596.31,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.67,0.06,-0.68,0.29,-0.04,-0.30,0.02,-39.37,-61.95,596.01,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.66,0.05,-0.68,0.31,-0.14,-0.28,-0.05,-34.67,-64.39,595.83,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.65,0.03,-0.69,0.32,-0.15,-0.24,-0.03,-34.79,-66.47,595.46,835.00,-2709.00,1390.00
11:47:38 07/04/2014,0.64,0.01,-0.69,0.34,-0.25,-0.29,-0.11,-36.62,-65.25,595.83,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.63,-0.01,-0.69,0.35,-0.26,-0.28,-0.05,-39.67,-63.60,595.58,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.62,-0.03,-0.69,0.37,-0.31,-0.33,-0.02,-41.69,-63.17,595.64,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.61,-0.04,-0.70,0.38,-0.35,-0.34,-0.07,-39.37,-63.17,595.76,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.59,-0.06,-0.70,0.40,-0.41,-0.33,-0.02,-38.82,-62.50,595.83,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.58,-0.08,-0.70,0.41,-0.50,-0.36,-0.04,-39.37,-62.01,596.19,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.57,-0.10,-0.70,0.43,-0.57,-0.45,-0.09,-39.73,-62.87,596.25,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.55,-0.12,-0.70,0.44,-0.48,-0.43,0.02,-39.31,-64.33,595.89,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.54,-0.13,-0.70,0.45,-0.57,-0.49,-0.12,-38.27,-65.00,596.56,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.53,-0.15,-0.69,0.47,-0.62,-0.48,-0.01,-35.16,-70.19,596.56,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.51,-0.17,-0.69,0.48,-0.69,-0.53,-0.09,-38.02,-70.37,596.92,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.50,-0.19,-0.69,0.49,-0.69,-0.60,-0.10,-38.45,-67.87,596.74,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.48,-0.20,-0.69,0.50,-0.68,-0.61,-0.09,-39.18,-65.19,596.74,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.47,-0.22,-0.68,0.52,-0.78,-0.67,-0.09,-41.44,-65.55,597.17,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.45,-0.24,-0.68,0.53,-0.75,-0.69,-0.06,-42.24,-66.35,597.29,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.43,-0.25,-0.68,0.54,-0.81,-0.71,-0.07,-41.63,-64.39,597.72,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.42,-0.27,-0.67,0.55,-0.87,-0.80,0.06,-40.53,-64.45,597.84,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.40,-0.29,-0.67,0.56,-0.83,-0.82,-0.05,-39.06,-63.17,598.14,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.38,-0.30,-0.66,0.57,-0.86,-0.88,-0.03,-39.79,-65.06,598.51,983.00,1024.00,1085.00
11:47:38 07/04/2014,0.37,-0.32,-0.66,0.58,-0.90,-0.94,-0.05,-40.22,-65.43,598.94,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.35,-0.34,-0.65,0.59,-0.92,-1.01,-0.06,-40.22,-65.37,599.12,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.33,-0.35,-0.64,0.60,-0.92,-1.03,-0.11,-41.20,-65.37,599.43,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.31,-0.37,-0.63,0.60,-0.93,-1.08,-0.04,-40.59,-65.49,599.67,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.30,-0.38,-0.63,0.61,-0.91,-1.12,0.05,-38.33,-64.51,599.79,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.28,-0.40,-0.62,0.62,-0.92,-1.20,0.01,-39.00,-66.22,600.22,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.26,-0.41,-0.61,0.63,-0.94,-1.26,-0.06,-39.12,-67.08,600.71,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.24,-0.43,-0.60,0.63,-0.95,-1.31,-0.08,-38.94,-66.83,601.14,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.22,-0.44,-0.59,0.64,-0.93,-1.36,-0.11,-38.64,-65.37,601.44,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.20,-0.45,-0.58,0.64,-0.94,-1.39,-0.15,-39.31,-64.64,601.93,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.18,-0.47,-0.57,0.65,-0.95,-1.44,-0.22,-39.49,-64.82,602.29,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.16,-0.48,-0.56,0.65,-0.92,-1.51,-0.13,-39.55,-67.44,602.11,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.14,-0.49,-0.55,0.66,-0.91,-1.54,-0.11,-39.43,-67.57,602.36,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.12,-0.51,-0.54,0.66,-0.89,-1.60,-0.14,-40.65,-68.85,602.72,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.10,-0.52,-0.53,0.67,-0.89,-1.67,-0.10,-39.55,-68.66,603.03,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.08,-0.53,-0.51,0.67,-0.85,-1.70,-0.10,-37.96,-66.59,603.45,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.07,-0.54,-0.50,0.67,-0.83,-1.76,-0.15,-38.57,-66.96,603.94,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.05,-0.55,-0.49,0.67,-0.80,-1.80,-0.18,-37.48,-66.04,604.37,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.03,-0.56,-0.47,0.68,-0.77,-1.83,-0.20,-36.93,-65.61,604.55,-262.00,1764.00,1283.00
11:47:38 07/04/2014,0.01,-0.57,-0.46,0.68,-0.75,-1.88,-0.17,-37.60,-66.28,604.74,-1605.00,204.00,1207.00
11:47:38 07/04/2014,-0.01,-0.58,-0.45,0.68,-0.71,-1.91,-0.25,-37.96,-65.92,604.92,-1605.00,204.00,1207.00
11:47:38 07/04/2014,-0.03,-0.59,-0.43,0.68,-0.66,-1.97,-0.21,-39.49,-68.24,605.16,-1605.00,204.00,1207.00
11:47:38 07/04/2014,-0.05,-0.60,-0.42,0.68,-0.68,-2.04,-0.18,-39.37,-67.38,605.47,-1605.00,204.00,1207.00
11:47:38 07/04/2014,-0.07,-0.61,-0.40,0.68,-0.63,-2.03,-0.21,-38.57,-65.37,605.59,-1605.00,204.00,1207.00
